VegetableType,Distrcit,Rainfall,MaximumTemperature,MinimumTemperature, RelativeHumidity,Pressure,Extent,Production
knohkhol,matale,3187.753671,29.26,16.88,88.48,95.87,2.3,5.8
knohkhol,matale,2957.8632,27.01,17.1,92.83,95.72,2.3,6.2
knohkhol,matale,2648.2249,30.66,17.57,76.69,96.15,2.4,6.6
knohkhol,matale,193.6473857,29.12,22.39,84.61,95.97,6.7,50.4
knohkhol,matale,1665.405229,29.81,19.21,77.71,96.14,2.8,8.8
knohkhol,matale,2416.7628,28.27,17.89,89.29,95.85,2.5,7.1
knohkhol,matale,2341.423357,28.82,18.07,90.36,95.82,2.5,7.3
knohkhol,matale,679.5641857,30.06,20.95,84.98,95.96,3.6,14.3
knohkhol,matale,74.0767571,27.94,22.94,87.97,95.89,9.3,81.9
knohkhol,matale,1018.269843,27.53,20.3,88.22,95.88,3.2,11.5
knohkhol,matale,1352.410514,27.5,19.7,89.35,95.84,3,9.8
knohkhol,matale,1730.743329,27.86,19.11,90.24,95.82,2.7,8.6
knohkhol,matale,434.1319571,29.16,21.57,83.48,95.99,4.5,23.9
knohkhol,matale,290.7607857,27.81,22.01,81.01,96.05,5.4,37.8
knohkhol,matale,235.8595714,29.25,22.23,79.22,96.1,6.1,44.9
knohkhol,matale,4.7429,31,23.86,60.15,96.4,16,135.5
knohkhol,matale,38.2691286,32.64,23.28,69.4,96.31,11.7,102.2
knohkhol,matale,1.9625286,35.41,24.1,54.07,96.46,18,189.5
knohkhol,matale,28.5043571,32.78,23.33,68.48,96.32,12,104.2
knohkhol,matale,86.4094857,31.35,22.89,72.99,96.22,8.8,78.4
knohkhol,matale,381.2092,28.55,21.73,82.68,96.01,4.7,28.5
knohkhol,matale,2390.236671,25.72,17.91,91.93,95.77,2.5,7.1
knohkhol,matale,1587.3609,26.57,19.38,89.99,95.82,2.8,14.2
knohkhol,matale,3115.967386,25.24,16.99,92.89,95.71,2.3,32.1
knohkhol,matale,3504.815314,24.98,16.65,93.56,95.69,2.1,39
knohkhol,matale,391.2075429,28.51,21.69,82.8,96.01,4.7,68.1
knohkhol,matale,259.6715286,29.44,22.13,80.14,96.08,5.9,53.6
knohkhol,matale,518.3014286,27.93,21.37,84.84,95.97,4.1,8.8
knohkhol,matale,873.6882857,27.2,20.55,87.66,95.9,3.4,8.1
knohkhol,matale,863.5971429,27.21,20.57,87.62,95.9,3.4,12.3
knohkhol,matale,197.5163286,30.03,22.37,77.96,96.12,6.7,43.9
knohkhol,matale,105.3724143,31.1,22.83,74.09,96.21,8.5,26.1
knohkhol,matale,430.4663143,28.34,21.59,83.33,95.99,4.6,36.8
knohkhol,matale,729.9434571,27.41,20.86,86.92,95.92,3.6,16.1
knohkhol,matale,669.2537714,27.61,20.97,86.35,95.93,3.7,10.9
knohkhol,matale,83.9016,31.38,22.91,72.68,96.24,8.9,11
knohkhol,matale,475.2831857,28.13,21.47,84.15,95.98,4.3,6.1
knohkhol,matale,698.9643143,27.5,20.93,86.66,95.92,3.6,55
knohkhol,matale,102.6594429,25.79,22.84,74.04,96.21,8.6,19.9
knohkhol,matale,198.7515286,29.41,22.37,77.99,96.12,6.7,52.2
knohkhol,matale,141.1772571,27.72,22.63,75.33,96.17,7.6,9.9
knohkhol,matale,333.6503857,27.98,21.86,81.73,96.03,5.1,8.6
knohkhol,matale,61.2494429,27.06,23.02,71.72,96.26,9.8,18.4
knohkhol,matale,249.2752571,26.43,22.18,79.82,96.09,6,11.9
knohkhol,matale,476.3975857,27.17,21.47,84.16,95.98,4.3,6.8
knohkhol,matale,946.8678714,28.45,20.44,87.97,95.89,3.3,15.1
knohkhol,matale,579.9796714,27.58,21.2,85.53,95.95,3.9,20.1
knohkhol,matale,223.0216571,28.07,22.29,78.74,96.11,6.3,80.4
knohkhol,matale,725.7700429,28.11,20.87,86.9,95.92,3.6,12.6
knohkhol,matale,1428.554229,27.2,19.59,89.53,95.84,2.9,15.5
knohkhol,matale,872.1077143,31.08,20.55,87.63,95.9,3.4,90.3
knohkhol,matale,879.8881,31.06,20.5,87.7,95.9,3.4,128.3
knohkhol,matale,1810.941386,30.83,19.03,90.58,95.81,2.7,36.3
knohkhol,matale,2093.377171,31.21,18.5,91.16,95.79,2.6,45.3
knohkhol,matale,286.2473571,30.4,22.01,80.92,96.06,5.5,15.7
knohkhol,matale,2198.833829,28.4,18.27,91.35,95.79,2.6,29.7
knohkhol,matale,58.3545714,27.89,23.08,71.28,96.26,9.9,101.5
knohkhol,matale,2341.824971,28.8,18.05,91.79,95.77,2.5,30.2
knohkhol,matale,1455.615557,29.77,19.56,89.54,95.84,2.9,30.1
knohkhol,matale,1202.374543,30.62,19.96,88.96,95.86,3.1,19.4
knohkhol,matale,579.9425143,29.01,21.21,85.51,95.95,3.9,6.2
knohkhol,matale,59.8474571,31.96,23.04,71.4,96.26,9.9,20.7
knohkhol,matale,158.6345429,32.42,22.56,76.43,96.16,7.3,14.2
knohkhol,matale,965.7918429,31.33,20.41,88,95.89,3.3,25.7
knohkhol,matale,348.4970286,29.31,21.83,82.03,96.03,5.1,38.9
knohkhol,matale,872.5097857,26.01,20.55,87.63,95.9,3.4,12.5
knohkhol,matale,137.7761143,25.5,22.66,75.09,96.18,7.7,63.4
knohkhol,matale,267.7125857,27.31,22.11,80.41,96.07,5.7,40.4
knohkhol,matale,60.0414,26.81,23.04,86.29,95.93,9.9,88.9
knohkhol,matale,221.6347143,25.51,22.3,73.53,96.22,6.3,47.3
knohkhol,matale,277.8408429,25.15,22.05,66.52,96.34,5.6,39
knohkhol,matale,1069.746229,25.29,20.14,91.61,95.78,3.1,11.1
knohkhol,matale,140.8324429,25.55,22.64,80.3,96.07,7.6,62.1
knohkhol,matale,296.6407857,30.06,21.99,85.74,95.94,5.3,37.2
knohkhol,matale,228.7445571,26.52,22.25,84.66,95.97,6.2,46.1
knohkhol,matale,440.9113286,25.7,21.56,88.22,95.88,4.5,23.3
knohkhol,matale,337.8839,25.75,21.85,90.22,95.82,5.1,33
knohkhol,matale,191.8408571,27.56,22.39,87.73,95.9,6.7,50.5
knohkhol,matale,511.9469286,31.49,21.37,83,96,4.1,19
knohkhol,matale,698.8844286,27.05,20.93,86.5,95.93,3.6,14.1
knohkhol,matale,707.2507571,26.73,20.89,84.45,95.98,3.6,14.1
knohkhol,matale,563.0884,26.4,21.27,84.17,95.98,4,17.5
knohkhol,matale,292.5483857,28.3,22,87.66,95.9,5.4,37.5
knohkhol,matale,576.1124429,29.19,21.22,74.28,96.2,3.9,16.8
knohkhol,matale,278.9077143,29.74,22.05,74.35,96.2,5.5,38.7
knohkhol,matale,120.9845571,34.95,22.76,74.84,96.19,8.1,69.5
knohkhol,matale,54.1542286,32,23.11,73.65,96.22,10.4,91.8
knohkhol,matale,146.3742714,30.61,22.62,76.62,96.15,7.6,61.4
knohkhol,matale,730.1453857,27.4,20.86,83.17,96,3.6,13.8
knohkhol,matale,387.7374,28.54,21.71,85.06,95.96,4.7,28
knohkhol,matale,688.352,27.54,20.94,81.83,96.03,3.6,9
knohkhol,matale,351.7888857,28.75,21.81,79.13,96.1,5,6.1
knohkhol,matale,278.4012143,29.25,22.05,75.59,96.17,5.6,5.5
knohkhol,matale,124.3341286,30.87,22.72,81.34,96.04,7.8,27.1
knohkhol,matale,175.9988571,30.27,22.44,71.09,96.27,6.9,41.8
knohkhol,matale,1660.581843,26.54,19.25,69.74,96.3,2.8,18.9
knohkhol,matale,1986.183829,26.18,18.68,73.34,96.22,2.7,12.4
knohkhol,matale,893.7678429,27.17,20.5,80.59,96.07,3.4,12.5
knohkhol,matale,241.7617429,29.62,22.21,91.31,95.79,6.1,49.3
knohkhol,matale,407.1307714,28.44,21.65,92.34,95.75,4.7,74.8
knohkhol,matale,299.4594429,29.11,21.98,87.18,95.91,5.3,24.7
knohkhol,matale,598.2791429,27.74,21.14,89.18,95.85,3.9,13.8
knohkhol,matale,1145.592843,26.95,20.02,92.29,95.75,3.1,14.9
knohkhol,matale,1078.877,26.99,20.11,93,95.7,3.1,79.9
knohkhol,matale,3109.516471,25.24,17.03,92.82,95.73,2.3,21.7
knohkhol,matale,167.7395,30.37,22.51,92.24,95.76,7,14.1
knohkhol,matale,496.3582143,28.01,21.4,77.86,96.13,4.2,76
knohkhol,matale,187.7042286,30.16,22.42,90.11,95.82,6.8,49.2
knohkhol,matale,1326.698729,26.76,19.76,91.95,95.77,3,61.8
knohkhol,matale,1753.214486,26.37,19.07,91.75,95.77,2.7,33.4
knohkhol,matale,533.6820429,27.91,21.35,86.54,95.92,4.1,86.1
knohkhol,matale,952.9788143,27.15,20.43,72.3,96.25,3.3,43.1
knohkhol,matale,2597.802471,25.61,17.62,92.21,95.76,2.4,21.4
knohkhol,matale,643.3630571,27.64,21.01,86.09,95.93,3.7,11.9
knohkhol,matale,495.9937857,28.01,21.41,84.54,95.97,4.2,16.6
knohkhol,matale,80.8390143,31.39,22.91,72.53,96.24,9,47.2
knohkhol,matale,847.8407143,27.22,20.6,87.59,95.9,3.4,13.9
knohkhol,matale,624.4098714,27.67,21.05,85.91,95.94,3.8,9.6
knohkhol,matale,58.1699857,31.95,23.09,71.2,96.27,10.1,12.5
knohkhol,matale,5.4905,34.26,23.74,60.81,96.39,14.9,12.4
knohkhol,matale,303.5731429,29.07,21.95,81.3,96.04,5.3,8.5
knohkhol,matale,233.4707143,29.76,22.24,79.13,96.1,6.1,7.9
knohkhol,matale,618.9988429,27.68,21.07,85.88,95.94,3.8,38.3
knohkhol,matale,373.5747,28.62,21.75,82.52,96.01,4.8,7.6
knohkhol,matale,39.9031571,32.62,23.27,69.48,96.31,11.7,89.7
knohkhol,matale,371.9850143,28.64,21.76,82.5,96.02,4.8,7.3
knohkhol,matale,372.7313143,28.63,21.75,82.5,96.01,4.8,9.6
knohkhol,matale,507.5684857,27.95,21.38,84.77,95.97,4.1,10.5
knohkhol,matale,2955.574186,25.29,17.11,92.77,95.73,2.3,16.6
knohkhol,matale,486.1736857,28.09,21.46,84.36,95.98,4.2,89.7
knohkhol,matale,694.3444,27.54,20.93,86.62,95.92,3.6,56.7
knohkhol,matale,410.4986571,28.42,21.64,83.09,96,4.6,11.9
knohkhol,matale,278.7239143,29.25,22.05,80.68,96.06,5.6,32.6
knohkhol,matale,261.3139857,29.43,22.13,80.22,96.08,5.8,41.7
knohkhol,matale,570.5831286,27.84,21.25,85.3,95.95,3.9,17.1
knohkhol,matale,770.3626,27.32,20.79,87.17,95.91,3.5,13.3
knohkhol,matale,984.6585286,27.12,20.39,88.02,95.89,3.3,11.9
knohkhol,matale,533.2959429,27.92,21.35,84.98,95.96,4.1,18.4
knohkhol,matale,901.5937714,27.16,20.49,87.76,95.9,3.4,12.3
knohkhol,matale,651.7982857,27.64,21,86.17,95.93,3.7,15.1
knohkhol,matale,601.0700143,27.73,21.14,85.73,95.94,3.9,16
knohkhol,matale,652.7589286,27.64,21,86.18,95.93,3.7,15
knohkhol,matale,450.5106714,28.24,21.52,83.75,95.99,4.4,22.7
knohkhol,matale,1716.482,26.46,19.13,90.17,95.82,2.7,8.7
knohkhol,matale,675.6949857,27.59,20.96,86.5,95.93,3.7,14.7
knohkhol,matale,350.6254,28.77,21.81,82.06,96.03,5,32.2
knohkhol,matale,324.3995857,28.9,21.89,81.53,96.04,5.2,34.2
knohkhol,matale,177.5958714,30.24,22.43,77.46,96.14,6.9,53.6
knohkhol,matale,225.8658429,29.85,22.27,79.01,96.11,6.3,46.4
knohkhol,matale,262.6108857,29.42,22.13,80.23,96.08,5.8,41.4
knohkhol,matale,971.7881571,27.13,20.39,88.01,95.89,3.3,11.9
knohkhol,matale,224.0879143,29.86,22.29,78.78,96.11,6.3,47.1
knohkhol,matale,759.1088,27.33,20.81,87.13,95.91,3.5,13.4
knohkhol,matale,336.4614571,28.84,21.86,81.79,96.03,5.1,33.2
knohkhol,matale,267.7475571,29.34,22.08,80.42,96.07,5.7,40.3
knohkhol,matale,1984.789771,26.19,18.72,90.88,95.8,2.7,8.2
knohkhol,matale,483.3438,28.09,21.46,84.3,95.98,4.2,20.8
knohkhol,matale,3474.5043,25.01,16.69,93.53,95.7,2.1,5.5
knohkhol,matale,1701.191886,26.46,19.13,90.16,95.82,2.7,8.7
knohkhol,matale,863.5954714,27.21,20.58,87.62,95.9,3.4,12.5
knohkhol,matale,453.3720714,28.22,21.52,83.91,95.99,4.4,22.3
knohkhol,matale,206.8964857,29.96,22.53,78.27,96.11,6.6,48.4
knohkhol,matale,199.5045714,30,21.1,78.03,96.12,6.6,49.2
knohkhol,matale,357.1243857,28.72,21.09,82.17,96.02,4.9,31.6
knohkhol,matale,750.9513286,27.33,21.16,87.08,95.91,3.5,13.4
knohkhol,matale,589.9858286,27.77,22.78,85.62,95.94,3.9,16.4
knohkhol,matale,156.3768286,30.49,22.96,76.13,96.16,7.4,57.7
knohkhol,matale,558.2739429,27.86,20.72,85.19,95.95,4,17.7
knohkhol,matale,374.5402286,28.62,20.37,82.56,96.01,4.8,29.5
knohkhol,matale,368.3578286,28.66,20.22,82.43,96.02,4.8,30.4
knohkhol,matale,189.1048714,30.15,23.73,77.77,96.13,6.8,51.9
knohkhol,matale,231.9049571,29.79,21.95,79.09,96.1,6.2,45.8
knohkhol,matale,1600.379086,26.56,21.86,61.59,96.38,2.8,8.9
knohkhol,matale,2233.1069,25.9,23.31,81.31,96.04,2.6,7.6
knohkhol,matale,2418.758643,25.67,19.83,81.79,96.03,2.5,7.1
knohkhol,matale,1360.972186,26.71,20.94,69.03,96.32,2.9,9.7
knohkhol,matale,5037.883557,24.11,21.33,89.15,95.85,2,4.9
knohkhol,matale,692.9275429,27.54,21.8,86.54,95.92,3.6,14.2
knohkhol,matale,1235.668414,26.87,21.53,85.04,95.96,3,10.5
knohkhol,matale,1905.522371,26.21,20.67,82.13,96.02,2.7,8.2
knohkhol,matale,719.0215,27.46,21.32,83.71,95.99,3.6,13.9
knohkhol,matale,46.3254143,32.29,21.94,87.35,95.9,11.1,95.6
knohkhol,matale,1341.345757,26.75,20.86,85.05,95.96,3,9.8
knohkhol,matale,1508.361929,26.63,21.4,81.35,96.04,2.9,9.4
knohkhol,matale,568.5842714,27.85,21.84,86.91,95.92,4,17.4
knohkhol,matale,247.0135,29.52,21.77,84.65,95.97,6,43.4
knohkhol,matale,440.4116143,28.28,22.98,81.84,96.03,4.5,23.3
knohkhol,matale,771.3185857,27.32,22.2,82.36,96.02,3.5,13.3
knohkhol,matale,287.5531286,29.19,20.85,71.97,96.25,5.4,38
knohkhol,matale,188.7061,30.16,22.06,79.55,96.09,6.8,51.9
knohkhol,matale,450.1355714,28.24,21.64,86.95,95.91,4.4,22.8
knohkhol,matale,389.6116857,28.53,21.02,80.6,96.07,4.7,27.8
knohkhol,matale,522.1068571,27.93,22.12,83.09,96,4.1,18.7
knohkhol,matale,67.2896857,31.58,22.57,86.07,95.94,9.6,83.5
knohkhol,matale,2461.698371,25.66,21.67,80.31,96.07,2.4,7
knohkhol,matale,60.4670429,31.78,21.99,76.36,96.16,9.8,87.5
knohkhol,matale,878.1069,27.19,22.29,82.97,96,3.4,12.4
knohkhol,matale,2199.851943,25.92,21.85,81.04,96.05,2.6,7.6
knohkhol,matale,123.4454,30.88,20.9,78.77,96.11,7.8,68.1
knohkhol,matale,569.9568571,27.85,19.38,81.82,96.03,4,17.3
knohkhol,matale,462.6256429,28.2,17.2,86.67,95.92,4.4,22.2
knohkhol,matale,386.2874571,28.54,21.72,89.99,95.82,4.7,28.2
knohkhol,matale,342.4898143,28.79,20.35,92.56,95.74,5.1,32.8
knohkhol,matale,431.5831857,28.33,20.08,82.7,96.01,4.6,24.1
knohkhol,matale,626.8094143,27.67,19.8,88.1,95.88,3.7,15.5
knohkhol,matale,128.7387286,30.78,16,88.59,95.87,7.8,67
knohkhol,matale,838.323,27.24,18.61,89.23,95.85,3.4,12.6
knohkhol,matale,171.3984429,30.33,20.01,94.29,95.66,7,54.6
knohkhol,matale,388.9477,28.53,20.16,91.02,95.8,4.7,27.8
knohkhol,matale,287.0618571,29.2,20.47,88.74,95.87,5.4,38
knohkhol,matale,148.0133143,30.6,19.97,88.43,95.87,7.5,61.3
knohkhol,matale,197.1202571,30.04,19.39,87.81,95.89,6.7,49.8
knohkhol,matale,155.8384571,30.49,22.58,88.92,95.86,7.4,59.1
knohkhol,matale,224.7266,29.86,22.28,89.97,95.82,6.3,46.8
knohkhol,matale,581.2264143,27.79,21.2,74.46,96.19,3.9,16.5
knohkhol,matale,379.2360857,28.58,21.73,87.48,95.9,4.8,28.8
knohkhol,matale,169.8456857,30.33,22.48,80.85,96.06,7,54.6
knohkhol,matale,1778.204514,26.37,19.07,80.99,96.05,2.7,8.6
knohkhol,matale,326.0021571,28.89,21.88,89.93,95.83,5.2,34.1
knohkhol,matale,245.6558286,29.57,22.2,83.69,95.99,6,43.6
knohkhol,matale,636.2384429,27.65,21.02,91.71,95.78,3.7,15.4
knohkhol,matale,89.8829714,31.35,22.89,72.2,96.25,8.8,78.1
knohkhol,matale,450.5374714,28.24,21.52,67.96,96.32,4.4,22.6
knohkhol,matale,2029.164386,26.15,18.62,83.24,95.99,2.6,8
knohkhol,matale,1896.2083,26.23,18.81,69.77,96.3,2.7,8.3
knohkhol,matale,3875.7452,24.75,16.3,82.04,96.03,2.1,5.4
knohkhol,matale,3646.262371,24.87,16.34,77.38,96.14,2.1,5.5
knohkhol,matale,3952.723943,24.65,16.25,76,96.17,2.1,5.3
knohkhol,matale,1021.669757,27.05,20.29,88.29,95.88,3.2,11.4
knohkhol,matale,1472.0845,26.63,19.52,89.59,95.83,2.9,9.5
knohkhol,matale,535.4317,27.91,21.34,84.99,95.96,4.1,18.4
knohkhol,matale,564.4985143,27.85,21.26,85.24,95.95,4,17.4
knohkhol,matale,570.9594571,27.84,21.25,85.34,95.95,3.9,17.1
knohkhol,matale,1956.4591,26.19,18.75,90.87,95.81,2.7,8.2
knohkhol,matale,207.1082,29.96,22.33,78.28,96.11,6.5,48.2
knohkhol,matale,184.1022,30.21,22.43,77.55,96.14,6.8,53.3
knohkhol,matale,700.3212143,27.5,20.91,86.67,95.92,3.6,14.1
knohkhol,matale,795.0059,27.28,20.75,87.24,95.91,3.5,13
knohkhol,matale,1120.878886,26.98,20.09,88.52,95.87,3.1,11
knohkhol,matale,465.0459286,28.17,21.48,83.99,95.98,4.4,22
knohkhol,matale,678.8795429,27.56,20.95,86.52,95.92,3.6,14.5
knohkhol,matale,173.9952857,30.29,22.47,77.14,96.14,6.9,54.3
knohkhol,matale,500.3070143,27.99,21.39,84.65,95.97,4.2,19.7
knohkhol,matale,1545.586086,26.6,19.44,89.81,95.83,2.8,9.4
knohkhol,matale,265.7899571,29.36,22.11,80.4,96.07,5.8,40.6
knohkhol,matale,318.9481571,28.93,21.9,81.48,96.04,5.2,34.5
knohkhol,matale,407.9709286,28.43,21.64,83.06,96,4.7,26.1
knohkhol,matale,263.0182714,29.41,22.12,80.23,96.08,5.8,41.2
knohkhol,matale,227.4922571,29.84,22.25,79.02,96.1,6.2,46.3
knohkhol,matale,161.4889714,30.4,22.34,76.61,96.15,7.1,55.6
knohkhol,matale,604.4096571,27.69,22.35,85.77,95.94,3.8,15.9
knohkhol,matale,607.0120286,27.69,21.8,85.82,95.94,3.8,15.9
knohkhol,matale,590.6744857,27.75,20.82,85.64,95.94,3.9,16.2
knohkhol,matale,116.3194143,31.05,21.16,74.4,96.19,8.2,70.2
knohkhol,matale,73.5693571,31.5,22.58,72.3,96.25,9.3,82.2
knohkhol,matale,800.2801143,27.28,21.28,87.31,95.91,3.5,12.9
knohkhol,matale,1000.877843,27.08,21.75,88.08,95.88,3.3,11.7
knohkhol,matale,1052.339329,27.03,21.76,88.4,95.88,3.2,11.1
knohkhol,matale,8.1949143,34,22.41,90.01,95.82,14.9,126.3
knohkhol,matale,307.5109286,29.06,22.25,91.4,95.78,5.3,36.2
knohkhol,matale,336.6661286,28.83,19.33,92.02,95.77,5.1,33.2
knohkhol,matale,34.7297,32.74,18.2,89.41,95.84,11.8,103.9
knohkhol,matale,1263.798543,26.81,17.83,94.49,95.66,3,10
knohkhol,matale,681.8328286,27.56,19.66,86.62,95.92,3.6,14.3
knohkhol,matale,539.0114429,27.91,15.92,88.99,95.86,4,18.3
knohkhol,matale,354.3595429,28.73,20.93,90.85,95.81,5,31.8
knohkhol,matale,450.1237571,28.24,19.93,86.87,95.92,4.4,23
knohkhol,matale,818.8292286,27.26,18.76,70.01,96.3,3.4,12.7
knohkhol,matale,543.0217143,27.9,20.87,89.33,95.85,4,18.3
knohkhol,matale,311.3649714,29.01,23.19,89.63,95.83,5.3,35.6
knohkhol,matale,727.9647857,27.41,19.73,85.25,95.95,3.6,13.9
knohkhol,matale,499.6987571,28,19.5,79.71,96.09,4.2,19.8
knohkhol,matale,342.1671857,28.8,21.25,83.62,95.99,5.1,32.9
knohkhol,matale,366.0101143,28.67,22.19,87.18,95.91,4.8,30.4
knohkhol,matale,67.1982143,31.58,21.56,81,96.05,9.7,83.9
knohkhol,matale,244.1227857,29.57,20.78,77.77,96.13,6,43.6
knohkhol,matale,735.2271857,27.39,22.01,83.74,95.99,3.6,13.7
knohkhol,matale,276.4466714,29.26,22.42,82.77,96.01,5.6,39.1
knohkhol,matale,409.0933143,28.42,21.53,84.89,95.96,4.6,25.8
knohkhol,matale,641.9459286,27.64,21.7,72.02,96.25,3.7,15.1
knohkhol,matale,263.4014143,29.39,21.36,92.07,95.77,5.8,41.1
knohkhol,matale,157.7585143,30.47,22.98,71.61,96.26,7.3,57.1
knohkhol,matale,402.7976286,28.49,17.8,87.69,95.9,4.7,26.4
knohkhol,matale,293.1855429,29.15,23.02,91.39,95.79,5.4,37.4
knohkhol,matale,223.7197143,29.86,20.51,74.78,96.19,6.3,47.2
knohkhol,matale,339.8592571,28.82,18.21,85.25,95.95,5.1,33
knohkhol,matale,701.7620286,27.5,22.73,83.95,95.98,3.6,14.1
knohkhol,matale,1586.392686,26.58,21.25,82.71,96.01,2.8,9.1
knohkhol,matale,2832.7896,25.36,21.51,81.9,96.03,2.3,6.2
knohkhol,matale,381.3623429,28.55,21.72,83.35,95.99,4.7,28.4
knohkhol,matale,1001.612757,27.07,21.84,85.92,95.94,3.3,11.7
knohkhol,matale,1122.981514,26.98,21.58,74.91,96.19,3.1,11
knohkhol,matale,1285.879329,26.78,21.03,87.42,95.9,3,10
knohkhol,matale,4939.095329,24.53,22.68,77,96.14,2,4.9
knohkhol,matale,2069.3953,26.14,20.64,82.75,96.01,2.6,7.9
knohkhol,matale,1145.805143,26.93,22.48,80.99,96.05,3.1,10.8
knohkhol,matale,1059.490443,27.01,21.71,75.72,96.17,3.2,11.1
knohkhol,matale,908.2610714,27.16,22.01,77.94,96.12,3.3,12.3
knohkhol,matale,1202.129543,26.9,22.61,76.06,96.16,3.1,10.6
knohkhol,matale,1581.8624,26.58,22.38,78.84,96.11,2.8,9.2
knohkhol,matale,119.4070571,31.05,22.78,85.57,95.95,8.2,70
knohkhol,matale,839.7101,27.23,20.62,82.65,96.01,3.4,12.6
knohkhol,matale,281.8707,29.22,22.03,76.93,96.14,5.5,38.3
knohkhol,matale,287.0903286,29.19,22.01,90.43,95.82,5.4,38
knohkhol,matale,1551.990671,26.59,19.41,81.57,96.04,2.8,9.3
knohkhol,matale,448.5442429,28.24,21.53,79.61,96.09,4.4,23.1
knohkhol,matale,2339.810586,25.75,18.09,85.93,95.94,2.5,7.3
knohkhol,matale,71.6754857,31.56,22.96,73.05,96.22,9.4,82.5
knohkhol,matale,25.9768286,32.81,23.34,83.79,95.99,12.4,105
knohkhol,matale,416.6518429,28.38,21.62,90.96,95.8,4.6,25
knohkhol,matale,46.1345571,32.41,23.22,90.74,95.81,11.1,99.2
knohkhol,matale,349.9875714,28.77,21.83,93.82,95.68,5.1,32.6
knohkhol,matale,176.2433857,30.26,22.43,93.62,95.68,6.9,53.6
knohkhol,matale,154.3139143,30.52,22.59,93.91,95.68,7.4,59.8
knohkhol,matale,1551.435329,26.59,19.41,89.88,95.83,2.8,9.3
knohkhol,matale,248.7437429,29.5,22.19,79.76,96.09,6,43.2
knohkhol,matale,774.1249714,27.31,20.78,87.18,95.91,3.5,13.2
knohkhol,matale,1200.460943,26.91,19.97,88.87,95.86,3.1,10.6
knohkhol,matale,1063.445514,27.01,20.15,88.44,95.87,3.2,11.1
knohkhol,matale,385.6869143,28.54,21.72,82.71,96.01,4.7,28.4
knohkhol,matale,10.9680857,33.27,23.59,65.56,96.36,14,117.2
knohkhol,matale,938.6028429,27.15,20.44,87.96,95.89,3.3,12.2
knohkhol,matale,332.169,28.88,21.87,81.69,96.03,5.2,34
knohkhol,matale,267.0340143,29.35,22.11,80.41,96.07,5.8,40.5
knohkhol,matale,441.3119143,28.25,21.55,83.68,95.99,4.5,23.2
knohkhol,matale,169.1936,30.34,22.5,76.75,96.14,7,54.9
knohkhol,matale,154.0984429,30.52,22.6,75.96,96.17,7.4,59.8
knohkhol,matale,130.6705143,30.77,22.67,74.97,96.19,7.7,64.8
knohkhol,matale,2158.964757,26.03,18.37,91.23,95.79,2.6,7.7
knohkhol,matale,11.4929143,33.22,23.55,65.85,96.36,14,117.2
knohkhol,matale,391.468,28.51,21.68,82.85,96.01,4.7,27
knohkhol,matale,10.0182286,33.34,23.62,64.65,96.36,14.1,118
knohkhol,matale,3.6302714,35.26,24.01,58.69,96.44,16.3,151.3
knohkhol,matale,319.3661857,28.93,21.9,81.48,96.04,5.2,34.3
knohkhol,matale,1900.3177,26.22,18.8,90.83,95.81,2.7,8.3
knohkhol,matale,150.9066571,30.55,22.6,75.92,96.17,7.5,60.2
knohkhol,matale,2492.498229,25.64,17.67,92.14,95.76,2.4,6.9
knohkhol,matale,505.3499143,27.97,21.38,84.73,95.97,4.1,19.5
knohkhol,matale,850.1334571,27.22,20.59,87.59,95.9,3.4,12.5
knohkhol,matale,73.2586143,31.5,22.96,72.24,96.25,9.3,82.5
knohkhol,matale,556.2656857,27.87,21.28,85.16,95.96,4,17.8
knohkhol,matale,426.4997,28.37,21.59,83.33,95.99,4.6,24.7
knohkhol,matale,497.6206143,28,21.4,84.62,95.97,4.2,19.9
knohkhol,matale,966.7103,27.14,20.41,88,95.89,3.3,11.9
knohkhol,matale,1009.4866,27.06,20.31,88.12,95.88,3.2,11.6
knohkhol,matale,466.5940714,28.15,21.47,84.07,95.98,4.3,21.9
knohkhol,matale,312.4386143,29.01,21.93,81.35,96.04,5.3,35.6
knohkhol,matale,294.1099857,29.15,21.99,81.04,96.05,5.4,37.4
knohkhol,matale,1445.477529,26.68,19.57,89.54,95.84,2.9,9.6
knohkhol,matale,389.7377571,28.52,21.69,82.77,96.01,4.7,27.6
knohkhol,matale,191.3487571,30.08,22.39,77.82,96.13,6.7,50.6
knohkhol,matale,253.7394286,29.46,22.16,79.88,96.08,6,42.4
knohkhol,matale,265.4359857,29.37,22.11,80.39,96.07,5.8,40.7
knohkhol,matale,403.3022429,28.48,21.66,82.99,96,4.7,26.3
knohkhol,matale,531.1014429,27.92,21.35,84.97,95.96,4.1,18.5
knohkhol,matale,392.8237,28.51,21.68,82.88,96.01,4.7,27
knohkhol,matale,1053.350257,27.03,20.2,88.4,95.88,3.2,11.1
knohkhol,matale,563.8091714,27.85,21.26,85.24,95.95,4,17.5
knohkhol,matale,419.5842714,28.38,21.61,83.25,95.99,4.6,24.9
knohkhol,matale,185.2575143,30.2,22.42,77.61,96.14,6.8,52.7
knohkhol,matale,1039.154829,27.05,20.28,88.31,95.88,3.2,11.3
knohkhol,matale,2287.874157,25.81,18.12,91.59,95.78,2.5,7.4
knohkhol,matale,1801.518357,26.35,19.05,90.53,95.81,2.7,8.5
